dateReference,codeUic,nomGare,nomCommune,passagesTer,passagesIntercites,passagesTgv,passagesAutre,totalPassages
20261210,87345496,Escaudoeuvres,ESCAUDOEUVRES,15,0,0,0,15
20261210,87694109,Le Creusot TGV (Monceau Montchanin),ECUISSES,0,0,15,0,15
20261210,87474056,Pont de Buis,PONT-DE-BUIS-LES-QUIMERCH,15,0,0,0,15
20261210,87394247,Pontgouin,PONTGOUIN,15,0,0,0,15
20261210,87212415,Roppenheim,BEINHEIM,15,0,0,0,15
20261210,87343418,Prouvy-Thiant,PROUVY,15,0,0,0,15
20261210,87491100,Pons,PONS,15,0,0,0,15
20261210,87317222,Hesdin,HESDIN-LA-FORET,15,0,0,0,15
20261210,87576223,Chabris,CHABRIS,15,0,0,0,15
20261210,87761783,Crest,CREST,15,0,0,0,15
20261210,87725721,Pontanevaux,LA CHAPELLE-DE-GUINCHAY,15,0,0,0,15
20261210,87613042,Rocamadour-Padirac,ROCAMADOUR,13,2,0,0,15
20261210,87761841,Die,DIE,15,0,0,0,15
20261210,87317164,Montreuil sur Mer,MONTREUIL-SUR-MER,15,0,0,0,15
20261210,87559070,Nevers Le Banlay,NEVERS,15,0,0,0,15
20261210,87725739,Romanèche Thorins,ROMANECHE-THORINS,15,0,0,0,15
20261210,87317255,Anvin,ANVIN,15,0,0,0,15
20261210,87343400,Trith Saint Léger,TRITH-SAINT-LEGER,15,0,0,0,15
20261210,87296418,Montescourt,MONTESCOURT-LIZEROLLES,15,0,0,0,15
20261210,87721340,Saint-Georges de Reneins,SAINT-GEORGES-DE-RENEINS,15,0,0,0,15
20261210,87725713,Crêches sur Saône,CRECHES-SUR-SAONE,15,0,0,0,15
20261210,87613075,Assier,ASSIER,13,2,0,0,15
20261210,87595132,Négrondes,NEGRONDES,15,0,0,0,15
20261210,87343459,Denain,DENAIN,15,0,0,0,15
20261210,87471359,Retiers,RETIERS,14,0,0,0,14
20261210,87481283,Pornic,PORNIC,14,0,0,0,14
20261210,87673640,Halsou-Larressore,HALSOU,14,0,0,0,14
20261210,87645481,Murat,MURAT,14,0,0,0,14
20261210,87595827,Sarlat,SARLAT-LA-CANEDA,14,0,0,0,14
20261210,87592048,Les Bardys,SAINT-PRIEST-TAURION,14,0,0,0,14
20261210,87673624,Ustaritz,USTARITZ,14,0,0,0,14
20261210,87595777,Saint-Cyprien en Dordogne,SAINT-CYPRIEN,14,0,0,0,14
20261210,87471326,Corps Nuds,CORPS-NUDS,14,0,0,0,14
20261210,87713099,Thenissey,THENISSEY,14,0,0,0,14
20261210,87592808,La Meyze,LA MEYZE,14,0,0,0,14
20261210,87575076,Port de Piles,LA CELLE-SAINT-AVANT,14,0,0,0,14
20261210,87334508,La Poterie,RENNES,14,0,0,0,14
20261210,87481242,Bourgneuf en Retz,VILLENEUVE-EN-RETZ,14,0,0,0,14
20261210,87712323,Lantenay,LANTENAY,14,0,0,0,14
20261210,87481234,Saint-Hilaire de Chaléons,SAINT-HILAIRE-DE-CHALEONS,14,0,0,0,14
20261210,87713073,Blaisy-Bas,BLAISY-BAS,14,0,0,0,14
20261210,87592667,Aixe sur Vienne,AIXE-SUR-VIENNE,14,0,0,0,14
20261210,87545657,Auneau,ROINVILLE,14,0,0,0,14
20261210,87485508,La Mothe Saint-Héray,SAINTE-EANNE,14,0,0,0,14
20261210,87471334,Janze,JANZE,14,0,0,0,14
20261210,87393595,Verneuil sur Avre,VERNEUIL D'AVRE ET D'ITON,14,0,0,0,14
20261210,87592683,Saint-Victurnien,SAINT-VICTURNIEN,14,0,0,0,14
20261210,87582759,Barsac,BARSAC,14,0,0,0,14
20261210,87645440,Vic sur Cère,VIC-SUR-CERE,14,0,0,0,14
20261210,87594622,Saint-Aulaire,SAINT-AULAIRE,14,0,0,0,14
20261210,87172353,Carignan Gare,CARIGNAN,14,0,0,0,14
20261210,87741108,Vions Chanaz,VIONS,14,0,0,0,14
20261210,87313445,Marcelcave,MARCELCAVE,14,0,0,0,14
20261210,87595744,Le Bugue,LE BUGUE,14,0,0,0,14
20261210,87741116,Chindrieux,CHINDRIEUX,14,0,0,0,14
20261210,87696179,Pouilly sur Loire,POUILLY-SUR-LOIRE,14,0,0,0,14
20261210,87592709,Saint-Junien,SAINT-JUNIEN,14,0,0,0,14
20261210,87481259,Les Moutiers en Retz,LES MOUTIERS-EN-RETZ,14,0,0,0,14
20261210,87574558,Vendome,VENDOME,14,0,0,0,14
20261210,87673657,Cambo les Bains,CAMBO-LES-BAINS,14,0,0,0,14
20261210,87641423,Volvic,VOLVIC,14,0,0,0,14
20261210,87775213,Génolhac,GENOLHAC,14,0,0,0,14
20261210,87734871,Massiac-Blesle,MASSIAC,12,2,0,0,14
20261210,87718437,Laissey,LAISSEY,14,0,0,0,14
20261210,87713081,Verrey,VERREY-SOUS-SALMAISE,14,0,0,0,14
20261210,87478545,Neau,NEAU,14,0,0,0,14
20261210,87592824,Saint-Yrieix,SAINT-YRIEIX-LA-PERCHE,14,0,0,0,14
20261210,87721415,Chazay-Marcilly,MARCILLY-D'AZERGUES,14,0,0,0,14
20261210,87415661,Pont de l'Arche,ALIZAY,14,0,0,0,14
20261210,87734293,Paulhaguet,SALZUIT,14,0,0,0,14
20261210,87471342,Le Theil de Bretagne,LE THEIL-DE-BRETAGNE,14,0,0,0,14
20261210,87645473,Le Lioran,LAVEISSIERE,14,0,0,0,14
20261210,87471318,Saint-Armel,SAINT-ARMEL,14,0,0,0,14
20261210,87741140,Viviers du Lac,VIVIERS-DU-LAC,14,0,0,0,14
20261210,87592691,Saint-Brice sur Vienne,SAINT-BRICE-SUR-VIENNE,14,0,0,0,14
20261210,87592022,Limoges Montjovis,LIMOGES,14,0,0,0,14
20261210,87673616,Villefranque,VILLEFRANQUE,14,0,0,0,14
20261210,87712331,Velars,VELARS-SUR-OUCHE,14,0,0,0,14
20261210,87296459,Appilly,APPILLY,14,0,0,0,14
20261210,87296871,Flavy le Martel,FLAVY-LE-MARTEL,14,0,0,0,14
20261210,87715151,Sainte-Colombe,SAINTE-COLOMBE,14,0,0,0,14
20261210,87471029,Vern,VERN-SUR-SEICHE,14,0,0,0,14
20261210,87595736,Les Eyzies,LES EYZIES,14,0,0,0,14
20261210,87718577,Gilley,GILLEY,14,0,0,0,14
20261210,87594614,Le Burg,VARETZ,14,0,0,0,14
20261210,87481267,La Bernerie en Retz,LA BERNERIE-EN-RETZ,14,0,0,0,14
20261210,87592634,L’Aiguille,BOSMIE-L'AIGUILLE,14,0,0,0,14
20261210,87694737,La Clayette-Baudemont,BAUDEMONT,14,0,0,0,14
20261210,87775254,Grand Combe la Pise,LA GRAND-COMBE,14,0,0,0,14
20261210,87611483,Latour de Carol Enveitg,ENVEITG,14,0,0,0,14
20261210,87594606,Varetz,VARETZ,14,0,0,0,14
20261210,87444638,L'Aigle,L'AIGLE,14,0,0,0,14
20261210,87594630,Objat,OBJAT,14,0,0,0,14
20261210,87713065,Malain,MALAIN,14,0,0,0,14
20261210,87595157,Agonac,AGONAC,14,0,0,0,14
20261210,87718403,Roche lez Beaupré,ROCHE-LEZ-BEAUPRE,13,0,0,0,13
20261210,87473058,Quédillac,QUEDILLAC,13,0,0,0,13
20261210,87415141,Longueville sur Scie,LONGUEVILLE-SUR-SCIE,13,0,0,0,13
20261210,87478560,Voutré,VOUTRE,13,0,0,0,13
20261210,87576454,Nérondes,NERONDES,13,0,0,0,13
20261210,87317610,Beau Marais,CALAIS,13,0,0,0,13
20261210,87415166,Saint-Victor,SAINT-MACLOU-DE-FOLLEVILLE,13,0,0,0,13
20261210,87597070,Neuvy Pailloux,NEUVY-PAILLOUX,13,0,0,0,13
20261210,87191346,Kedange,KEDANGE-SUR-CANNER,13,0,0,0,13
20261210,87671495,Saint-Martin d'Oney,SAINT-MARTIN-D'ONEY,13,0,0,0,13
20261210,87478750,Port Brillet,PORT-BRILLET,13,0,0,0,13
20261210,87575043,Villeperdue,VILLEPERDUE,13,0,0,0,13
20261210,87415125,Saint-Aubin sur Scie,SAINT-AUBIN-SUR-SCIE,13,0,0,0,13
20261210,87313353,Tricot,TRICOT,13,0,0,0,13
20261210,87575068,Maille,MAILLE,13,0,0,0,13
20261210,87576447,Bengy,BENGY-SUR-CRAON,13,0,0,0,13
20261210,87486431,Olonne sur Mer,LES SABLES-D'OLONNE,13,0,0,0,13
20261210,87592352,Bersac,BERSAC-SUR-RIVALIER,13,0,0,0,13
20261210,87641043,Lapeyrouse,LAPEYROUSE,13,0,0,0,13
20261210,87313601,Rochy Condé,ROCHY-CONDE,13,0,0,0,13
20261210,87783001,Millau,MILLAU,11,2,0,0,13
20261210,87575050,Sainte-Maure Noyant,NOYANT-DE-TOURAINE,13,0,0,0,13
20261210,87713701,Mervans,MERVANS,13,0,0,0,13
20261210,87773424,Lunel Viel,LUNEL-VIEL,13,0,0,0,13
20261210,87576470,La Guerche sur l'Aubois,LA GUERCHE-SUR-L'AUBOIS,13,0,0,0,13
20261210,87718122,Byans,BYANS-SUR-DOUBS,13,0,0,0,13
20261210,87715219,Labergement-Sainte-Marie,LABERGEMENT-SAINTE-MARIE,13,0,0,0,13
20261210,87718411,Novillars,NOVILLARS,13,0,0,0,13
20261210,87575035,Monts (Indre et Loire),MONTS,13,0,0,0,13
20261210,87734103,Pontmort,CHAMBARON SUR MORGE,13,0,0,0,13
20261210,87715102,Andelot,ANDELOT-EN-MONTAGNE,13,0,0,0,13
20261210,87696294,Saint-Pierre le Moutier,SAINT-PIERRE-LE-MOUTIER,13,0,0,0,13
20261210,87576405,Saint-Germain du Puy,SAINT-GERMAIN-DU-PUY,13,0,0,0,13
20261210,87592360,Fromental,FROMENTAL,13,0,0,0,13
20261210,87478768,Saint-Pierre la Cour,SAINT-PIERRE-LA-COUR,13,0,0,0,13
20261210,87783282,Marvejols,MARVEJOLS,11,2,0,0,13
20261210,87215103,Igney Avricourt,AVRICOURT,13,0,0,0,13
20261210,87718429,Deluz,DELUZ,13,0,0,0,13
20261210,87713735,Louhans,LOUHANS,13,0,0,0,13
20261210,87313833,Formerie,FORMERIE,12,0,0,0,12
20261210,87781666,Magalas,MAGALAS,10,2,0,0,12
20261210,87142273,Donjeux,DONJEUX,12,0,0,0,12
20261210,87598755,Limoux-Flassian,LIMOUX,12,0,0,0,12
20261210,87545525,Dourdan,DOURDAN,12,0,0,0,12
20261210,87696856,Châtel Censoir,CHATEL-CENSOIR,12,0,0,0,12
20261210,87615138,Verzeille,LEUC,12,0,0,0,12
20261210,87743112,Saint-Martin du Mont,SAINT-MARTIN-DU-MONT,12,0,0,0,12
20261210,87571448,Courcay Tauxigny,COURCAY,12,0,0,0,12
20261210,87683789,Avallon,AVALLON,12,0,0,0,12
20261210,87586412,Laroque,LAROQUE-TIMBAUT,12,0,0,0,12
20261210,87615120,Couffoulens Leuc,COUFFOULENS,12,0,0,0,12
20261210,87734715,Saint-Vincent le Château,SAINT-VINCENT,12,0,0,0,12
20261210,87473827,Brélidy-Plouec,PLOUEC-DU-TRIEUX,12,0,0,0,12
20261210,87725846,Polliat,POLLIAT,12,0,0,0,12
20261210,87413302,Harfleur,HARFLEUR,12,0,0,0,12
20261210,87478743,Le Genest,LE GENEST-SAINT-ISLE,12,0,0,0,12
20261210,87396895,Clermont la Rotonde,CLERMONT-FERRAND,12,0,0,0,12
20261210,87673707,Osses Saint-Martin d'Arrossa,SAINT-MARTIN-D'ARROSSA,12,0,0,0,12
20261210,87594119,Corrèze,SAINT-PRIEST-DE-GIMEL,12,0,0,0,12
20261210,87696203,Tronsanges,TRONSANGES,12,0,0,0,12
20261210,87473801,Gourland,GRACES,12,0,0,0,12
20261210,87683664,Vermenton,VERMENTON,12,0,0,0,12
20261210,87696088,Briare,BRIARE,12,0,0,0,12
20261210,87575126,Dangé Saint-Romain,DANGE-SAINT-ROMAIN,12,0,0,0,12
20261210,87487637,Montreuil Bellay,MONTREUIL-BELLAY,12,0,0,0,12
20261210,87594135,Montaignac Saint-Hippolyte,MONTAIGNAC-SUR-DOUSTRE,12,0,0,0,12
20261210,87571463,Chambourg,CHAMBOURG-SUR-INDRE,12,0,0,0,12
20261210,87641449,Durtol-Nohanent,DURTOL,12,0,0,0,12
20261210,87571430,Cormery,CORMERY,12,0,0,0,12
20261210,87473876,Frynaudour,PLOURIVO,12,0,0,0,12
20261210,87324335,Hirson Ecoles,HIRSON,12,0,0,0,12
20261210,87734350,Langogne,LANGOGNE,12,0,0,0,12
20261210,87743146,Ambronay Priay,AMBRONAY,12,0,0,0,12
20261210,87595520,Saint-Pierre de Chignac,SAINT-PIERRE-DE-CHIGNAC,12,0,0,0,12
20261210,87673723,Saint-Jean Pied de Port,SAINT-JEAN-PIED-DE-PORT,12,0,0,0,12
20261210,87613471,Laguépie,LAGUEPIE,12,0,0,0,12
20261210,87171710,Courcy-Brimont,COURCY,12,0,0,0,12
20261210,87718130,Liesle,LIESLE,12,0,0,0,12
20261210,87734707,Lavoute sur Loire,LAVOUTE-SUR-LOIRE,12,0,0,0,12
20261210,87487009,Thouars,THOUARS,12,0,0,0,12
20261210,87594416,La Rivière de Mansac,MANSAC,12,0,0,0,12
20261210,87734038,Royat-Chamalières,CHAMALIERES,12,0,0,0,12
20261210,87212449,Munchhausen,MUNCHHAUSEN,12,0,0,0,12
20261210,87171744,Amifontaine,AMIFONTAINE,12,0,0,0,12
20261210,87751271,La Brillanne-Oraison,LA BRILLANNE,12,0,0,0,12
20261210,87743351,Nurieux,NURIEUX-VOLOGNAT,10,0,2,0,12
20261210,87571414,Veigné,VEIGNE,12,0,0,0,12
20261210,87594168,Egletons,EGLETONS,12,0,0,0,12
20261210,87571455,Reignac,REIGNAC-SUR-INDRE,12,0,0,0,12
20261210,87571406,Montbazon,MONTBAZON,12,0,0,0,12
20261210,87171769,Coucy les Eppes,COUCY-LES-EPPES,12,0,0,0,12
20261210,87615146,Pomas,POMAS,12,0,0,0,12
20261210,87751206,Sisteron,SISTERON,12,0,0,0,12
20261210,87473850,Lancerf,PLOURIVO,12,0,0,0,12
20261210,87576322,Saint-Amand Montrond Orval,ORVAL,12,0,0,0,12
20261210,87491357,Saint-Jean d'Angely,SAINT-JEAN-D'ANGELY,12,0,0,0,12
20261210,87763250,Aspres sur Buëch,ASPRES-SUR-BUECH,12,0,0,0,12
20261210,87673665,Itxassou,ITXASSOU,12,0,0,0,12
20261210,87473546,Callac,CALLAC,12,0,0,0,12
20261210,87683631,Vincelles,VINCELLES,12,0,0,0,12
20261210,87485334,Marigny,MARIGNY,12,0,0,0,12
20261210,87485326,Fors,FORS,12,0,0,0,12
20261210,87473819,Trégonneau-Squiffiec,SQUIFFIEC,12,0,0,0,12
20261210,87684274,Nogent sur Vernisson,NOGENT-SUR-VERNISSON,12,0,0,0,12
20261210,87683847,Mailly la Ville,MAILLY-LA-VILLE,12,0,0,0,12
20261210,87171702,Aguilcourt-Variscourt,VARISCOURT,12,0,0,0,12
20261210,87571471,Loches,LOCHES,12,0,0,0,12
20261210,87613893,Villefranche de Rouergue,VILLEFRANCHE-DE-ROUERGUE,12,0,0,0,12
20261210,87571422,Esvres sur Indre,ESVRES,12,0,0,0,12
20261210,87781609,Bédarieux,BEDARIEUX,10,2,0,0,12
20261210,87684290,Gien,GIEN,12,0,0,0,12
20261210,87613877,Salles Courbatiers,SALLES-COURBATIES,12,0,0,0,12
20261210,87447698,Villedieu les Poêles,VILLEDIEU-LES-POELES-ROUFFIGNY,12,0,0,0,12
20261210,87597153,Eguzon,EGUZON-CHANTOME,12,0,0,0,12
20261210,87613463,Najac,NAJAC,12,0,0,0,12
20261210,87471201,Fougeray-Langon,LANGON,12,0,0,0,12
20261210,87726786,Pont de Lignon,BEAUZAC,12,0,0,0,12
20261210,87473835,Pontrieux Halte,PONTRIEUX,12,0,0,0,12
20261210,87684001,Montargis,MONTARGIS,12,0,0,0,12
20261210,87322347,Traou Nez,PLOURIVO,12,0,0,0,12
20261210,87276774,Ourscamps,PIMPREZ,12,0,0,0,12
20261210,87485342,Beauvoir sur Niort,BEAUVOIR-SUR-NIORT,12,0,0,0,12
20261210,87691469,Vauzelles,VARENNES-VAUZELLES,12,0,0,0,12
20261210,87411462,Sommery,SOMMERY,12,0,0,0,12
20261210,87613489,Lexos,VAREN,12,0,0,0,12
20261210,87473868,Paimpol,PAIMPOL,12,0,0,0,12
20261210,87592493,Saint-Sébastien,SAINT-SEBASTIEN,12,0,0,0,12
20261210,87212456,Mothern,MOTHERN,12,0,0,0,12
20261210,87673699,Bidarray Pont Noblia,BIDARRAY,12,0,0,0,12
20261210,87009696,La Douzillère,JOUE-LES-TOURS,12,0,0,0,12
20261210,87584441,Lalinde,LALINDE,12,0,0,0,12
20261210,87696187,Mesves-Bulcy,MESVES-SUR-LOIRE,12,0,0,0,12
20261210,87696831,Coulanges sur Yonne,CRAIN,12,0,0,0,12
20261210,87683722,Sermizelles-Vézelay,GIVRY,12,0,0,0,12
20261210,87671479,Arengosse,ARENGOSSE,12,0,0,0,12
20261210,87413310,Saint-Laurent Gainneville,SAINT-LAURENT-DE-BREVEDENT,12,0,0,0,12
20261210,87613802,Cordes-Vindrac,VINDRAC-ALAYRAC,12,0,0,0,12
20261210,87683680,Arcy sur Cure,ARCY-SUR-CURE,12,0,0,0,12
20261210,87295220,Le Cateau,LE CATEAU-CAMBRESIS,12,0,0,0,12
20261210,87473843,Pontrieux,PONTRIEUX,12,0,0,0,12
20261210,87751321,Manosque-Gréoux les Bains,MANOSQUE,11,0,0,0,11
20261210,87734111,Aubiat,AUBIAT,11,0,0,0,11
20261210,87193177,Bouzonville,BOUZONVILLE,11,0,0,0,11
20261210,87478081,La Fresnais,LA FRESNAIS,11,0,0,0,11
20261210,87783365,Sévérac le Château,SEVERAC D'AVEYRON,9,2,0,0,11
20261210,87718106,Montferrand Thoraise,MONTFERRAND-LE-CHATEAU,11,0,0,0,11
20261210,87191395,Freistroff,FREISTROFF,11,0,0,0,11
20261210,87641068,Bellenaves,BELLENAVES,11,0,0,0,11
20261210,87543058,Artenay,ARTENAY,11,0,0,0,11
20261210,87543090,Angerville,ANGERVILLE,11,0,0,0,11
20261210,87473504,Carhaix,CARHAIX-PLOUGUER,11,0,0,0,11
20261210,87281311,Grande-Synthe,GRANDE-SYNTHE,11,0,0,0,11
20261210,87775809,Beauvoisin,BEAUVOISIN,11,0,0,0,11
20261210,87473579,Coat Guégan,PONT-MELVEZ,11,0,0,0,11
20261210,87671156,Capvern,CAPVERN,11,0,0,0,11
20261210,87473553,Le Pénity,DUAULT,11,0,0,0,11
20261210,87583617,La Couronne,LA COURONNE,11,0,0,0,11
20261210,87175240,Lérouville,LEROUVILLE,11,0,0,0,11
20261210,87691949,Bidos,BIDOS,11,0,0,0,11
20261210,87181040,Flaxlanden,ZILLISHEIM,11,0,0,0,11
20261210,87594564,Les Quatre Routes,LE VIGNON-EN-QUERCY,11,0,0,0,11
20261210,87775791,Générac,GENERAC,11,0,0,0,11
20261210,87286716,Croix Wasquehal,WASQUEHAL,9,0,2,0,11
20261210,87191387,Anzeling,ANZELING,11,0,0,0,11
20261210,87775817,Vauvert,VAUVERT,11,0,0,0,11
20261210,87781294,Marseillan Plage,MARSEILLAN,11,0,0,0,11
20261210,87718197,Saint-Lothain,SAINT-LOTHAIN,11,0,0,0,11
20261210,87295642,Landrecies,LANDRECIES,11,0,0,0,11
20261210,87473561,Carnoet-Locarn,LOCARN,11,0,0,0,11
20261210,87694851,Saint-Agnan,SAINT-AGNAN,11,0,0,0,11
20261210,87584540,Saint-Aigulin la Roche-Chalais,SAINT-AIGULIN,11,0,0,0,11
20261210,87734731,Chamalières sur Loire,CHAMALIERES-SUR-LOIRE,11,0,0,0,11
20261210,87473140,Châtelaudren Plouagat,CHATELAUDREN-PLOUAGAT,11,0,0,0,11
20261210,87543074,Toury,TOURY,11,0,0,0,11
20261210,87781260,Vias,VIAS,11,0,0,0,11
20261210,87583674,Montmoreau,MONTMOREAU,11,0,0,0,11
20261210,87473587,Les Mais,CALLAC,11,0,0,0,11
20261210,87751230,Château Arnoux Saint-Auban,CHATEAU-ARNOUX-SAINT-AUBAN,11,0,0,0,11
20261210,87545137,Etampes,ETAMPES,11,0,0,0,11
20261210,87718114,Torpes Boussières,TORPES,11,0,0,0,11
20261210,87473538,Plougonver,PLOUGONVER,11,0,0,0,11
20261210,87175018,Revigny,REVIGNY-SUR-ORNAIN,11,0,0,0,11
20261210,87473520,Pont Melvez,PONT-MELVEZ,11,0,0,0,11
20261210,87484139,Le Vieux Briollay,BRIOLLAY,11,0,0,0,11
20261210,87287102,Lezennes,LILLE,11,0,0,0,11
20261210,87583690,Chalais,CHALAIS,11,0,0,0,11
20261210,87473512,Moustéru,BOURBRIAC,11,0,0,0,11
20261210,87584532,Les Eglisottes,LES EGLISOTTES-ET-CHALAURES,11,0,0,0,11
20261210,87313338,Hargicourt-Pierrepont,TROIS-RIVIERES,11,0,0,0,11
20261210,87775221,Chamborigaud,CHAMBORIGAUD,11,0,0,0,11
20261210,87574699,Notre Dame d'Oé,NOTRE-DAME-D'OE,10,0,0,0,10
20261210,87783308,Le Monastier,BOURGS SUR COLAGNE,8,2,0,0,10
20261210,87611509,Porte Puymorens,PORTA,10,0,0,0,10
20261210,87592410,Nieul,NIEUL,10,0,0,0,10
20261210,87131961,Brion Montreal la Cluse,BRION,10,0,0,0,10
20261210,87718213,Domblans-Voiteur,DOMBLANS,10,0,0,0,10
20261210,87694778,Chauffailles,CHAUFFAILLES,10,0,0,0,10
20261210,87592147,La Celle,LACELLE,10,0,0,0,10
20261210,87313569,Balagny Saint-Epin,BALAGNY-SUR-THERAIN,10,0,0,0,10
20261210,87484329,Savennières Behuard,SAVENNIERES,10,0,0,0,10
20261210,87581371,Soulac sur Mer,SOULAC-SUR-MER,10,0,0,0,10
20261210,87611517,L'Hospitalet pres l'Andorre,L'HOSPITALET-PRES-L'ANDORRE,10,0,0,0,10
20261210,87725614,Sennecey le Grand,SENNECEY-LE-GRAND,10,0,0,0,10
20261210,87574640,Saint-Amand de Vendôme,SAINT-AMAND-LONGPRE,10,0,0,0,10
20261210,87641357,Vallon en Sully,VALLON-EN-SULLY,10,0,0,0,10
20261210,87584243,Lamonzie Saint-Martin,LAMONZIE-SAINT-MARTIN,10,0,0,0,10
20261210,87581389,Le Verdon,LE VERDON-SUR-MER,10,0,0,0,10
20261210,87478149,Pleudihen,PLEUDIHEN-SUR-RANCE,10,0,0,0,10
20261210,87592170,Pérols sur Vézère,PEROLS-SUR-VEZERE,10,0,0,0,10
20261210,87571604,Ballan,BALLAN-MIRE,10,0,0,0,10
20261210,87592485,Bellac,BELLAC,10,0,0,0,10
20261210,87576728,Mennetou sur Cher,MENNETOU-SUR-CHER,10,0,0,0,10
20261210,87725671,Senozan,SENOZAN,10,0,0,0,10
20261210,87471367,Martigné Ferchaud,MARTIGNE-FERCHAUD,10,0,0,0,10
20261210,87592444,Nantiat,NANTIAT,10,0,0,0,10
20261210,87743526,Bellignat,BELLIGNAT,10,0,0,0,10
20261210,87574665,Château Renault,CHATEAU-RENAULT,10,0,0,0,10
20261210,87594085,Jassonneix,MEYMAC,10,0,0,0,10
20261210,87485359,Prisse la Charrière,PLAINE-D'ARGENSON,10,0,0,0,10
20261210,87575332,Anché Voulon,ANCHE,10,0,0,0,10
20261210,87487249,Bressuire,BRESSUIRE,10,0,0,0,10
20261210,87672386,Urt,URT,10,0,0,0,10
20261210,87645168,Maurs,MAURS,10,0,0,0,10
20261210,87543033,Cercottes,CERCOTTES,10,0,0,0,10
20261210,87213405,Walbourg,WALBOURG,10,0,0,0,10
20261210,87761874,Luc en Diois,LUC-EN-DIOIS,10,0,0,0,10
20261210,87743336,Simandre sur Suran,SIMANDRE-SUR-SURAN,10,0,0,0,10
20261210,87592162,Bugeat,BUGEAT,10,0,0,0,10
20261210,87448514,Avranches,AVRANCHES,10,0,0,0,10
20261210,87313809,Blangy sur Bresle,BLANGY-SUR-BRESLE,10,0,0,0,10
20261210,87613604,Bagnac,BAGNAC-SUR-CELE,10,0,0,0,10
20261210,87473090,Plestan,PLESTAN,10,0,0,0,10
20261210,87672337,Peyrehorade,PEYREHORADE,10,0,0,0,10
20261210,87181065,Walheim,WALHEIM,10,0,0,0,10
20261210,87313817,Longroy-Gamaches,LONGROY,10,0,0,0,10
20261210,87317529,Le Tréport Mers les Bains,LE TREPORT,10,0,0,0,10
20261210,87448001,Flers,FLERS,10,0,0,0,10
20261210,87213462,Riedseltz,RIEDSELTZ,10,0,0,0,10
20261210,87715326,Champagnole,CHAMPAGNOLE,10,0,0,0,10
20261210,87574509,Cloyes,CLOYES-LES-TROIS-RIVIERES,10,0,0,0,10
20261210,87317537,Eu,EU,10,0,0,0,10
20261210,87743328,Villereversure,VILLEREVERSURE,10,0,0,0,10
20261210,87473272,Plancoët,PLANCOET,10,0,0,0,10
20261210,87743344,Cize Boloson,BOLOZON,10,0,0,0,10
20261210,87783241,Saint-Chély d'Apcher,SAINT-CHELY-D'APCHER,8,2,0,0,10
20261210,87645192,Le Rouget,LE ROUGET-PERS,10,0,0,0,10
20261210,87491290,Loulay,LOULAY,10,0,0,0,10
20261210,87574541,Pézou,PEZOU,10,0,0,0,10
20261210,87641050,Louroux de Bouble,LOUROUX-DE-BOUBLE,10,0,0,0,10
20261210,87313767,Aumale,AUMALE,10,0,0,0,10
20261210,87478180,Corseul Languenan,LANGUENAN,10,0,0,0,10
20261210,87595702,Les Versannes,LA DOUZE,10,0,0,0,10
20261210,87574533,Frétéval Morée,FRETEVAL,10,0,0,0,10
20261210,87574681,Monnaie,MONNAIE,10,0,0,0,10
20261210,87213447,Hoffen,HOFFEN,10,0,0,0,10
20261210,87783266,Aumont Aubrac,PEYRE EN AUBRAC,8,2,0,0,10
20261210,87473264,Landébia,LANDEBIA,10,0,0,0,10
20261210,87751362,Pertuis,PERTUIS,10,0,0,0,10
20261210,87491258,Villeneuve la Comtesse,VILLENEUVE-LA-COMTESSE,10,0,0,0,10
20261210,87743302,Ceyzeriat,CEYZERIAT,10,0,0,0,10
20261210,87486258,Luçon,LUCON,2,8,0,0,10
20261210,87743534,Oyonnax,OYONNAX,10,0,0,0,10
20261210,87725663,Fleurville Pont de Vaux,FLEURVILLE,10,0,0,0,10
20261210,87775197,Villefort,VILLEFORT,10,0,0,0,10
20261210,87481648,Châteaubriant,CHATEAUBRIANT,10,0,0,0,10
20261210,87313403,Rémy,REMY,10,0,0,0,10
20261210,87393488,Dreux,DREUX,10,0,0,0,10
20261210,87491324,Saint-Hilaire Brizambourg,SAINT-HILAIRE-DE-VILLEFRANCHE,10,0,0,0,10
20261210,87595165,Château l'Evêque,CHATEAU-L'EVEQUE,10,0,0,0,10
20261210,87592717,Saillat-Chassenon,SAILLAT-SUR-VIENNE,10,0,0,0,10
20261210,87411181,Tourville,TOURVILLE-LA-RIVIERE,10,0,0,0,10
20261210,87296145,Origny en Thiérache,ORIGNY-EN-THIERACHE,10,0,0,0,10
20261210,87448159,Vire,VIRE NORMANDIE,10,0,0,0,10
20261210,87592543,Le Dorat,LE DORAT,10,0,0,0,10
20261210,87297085,La Bouteille,LA BOUTEILLE,10,0,0,0,10
20261210,87781161,Coursan,COURSAN,10,0,0,0,10
20261210,87592428,Peyrilhac-Saint-Jouvent,PEYRILHAC,10,0,0,0,10
20261210,87747667,Lus la Croix Haute,LUS-LA-CROIX-HAUTE,10,0,0,0,10
20261210,87473082,Plénée Jugon,PLENEE-JUGON,10,0,0,0,10
20261210,87611525,Mérens les Vals,MERENS-LES-VALS,10,0,0,0,10
20261210,87297150,Voyenne,VOYENNE,10,0,0,0,10
20261210,87316125,Thézy Glimont,THEZY-GLIMONT,10,0,0,0,10
